year,city,brand,flavour,sales_quant,price,sales_value
2022,LEICESTER,F,STRAWBERRY,1927,2.9,5588.3
2022,NOTTINGHAM,C,GRAPE,1813,3.2,5801.6
2021,MANCHESTER,E,APPLE,1436,3.2,4595.2
2020,SHEFFIELD,E,GRAPE,1212,3.2,3878.4
2022,NOTTINGHAM,D,APPLE,1634,3.2,5228.8
2020,NOTTINGHAM,A,APPLE,1688,3.1,5232.8
2022,LONDON,D,APPLE,1316,3.1,4079.6
2021,LEEDS,F,GRAPE,1513,2.9,4387.7
2021,SHEFFIELD,D,GRAPE,1389,3.2,4444.8
2020,LONDON,E,APPLE,1493,3.2,4777.6
2022,LEEDS,A,GRAPE,1719,3,5157
2022,MANCHESTER,C,ORANGE,1305,2.9,3784.5
2021,NOTTINGHAM,D,LEMON,1080,2.9,3132
2020,LIVERPOOL,E,BERRY,1830,3.2,5856
2020,LEICESTER,A,LEMON,1957,3,5871
2020,NOTTINGHAM,F,GRAPE,1930,3,5790
2020,LEEDS,F,GRAPE,1937,3.1,6004.7
2020,LEEDS,B,LEMON,1062,2.9,3079.8
2021,LONDON,E,ORANGE,1173,3,3519
2021,MANCHESTER,C,ORANGE,1452,3.1,4501.2
2022,LEEDS,A,APPLE,1228,3.1,3806.8
2020,LIVERPOOL,A,ORANGE,1693,3.2,5417.6
2022,NOTTINGHAM,F,APPLE,1904,3.2,6092.8
2020,BIRMINGHAM,B,STRAWBERRY,1289,2.9,3738.1
2021,LONDON,B,LEMON,1987,2.9,5762.3
2022,MANCHESTER,C,LEMON,1763,3.2,5641.6
2022,LEEDS,C,APPLE,1030,3.1,3193
2022,LEICESTER,C,BERRY,1518,3,4554
2022,SHEFFIELD,B,BERRY,1975,3,5925
2021,NOTTINGHAM,D,LEMON,1506,3,4518
2021,LEEDS,F,ORANGE,1608,2.9,4663.2
2020,LEEDS,A,BERRY,1506,3.2,4819.2
2022,SHEFFIELD,B,ORANGE,1831,3.2,5859.2
2020,SHEFFIELD,F,LEMON,1391,2.9,4033.9
2022,LEEDS,E,ORANGE,1406,2.9,4077.4
2022,BIRMINGHAM,C,LEMON,1415,3,4245
2021,SHEFFIELD,E,ORANGE,1148,3.1,3558.8
2020,MANCHESTER,B,BERRY,1839,3.2,5884.8
2021,LEICESTER,D,ORANGE,1369,2.9,3970.1
2021,LEEDS,D,LEMON,1717,3,5151
2020,SHEFFIELD,E,BERRY,1479,3.1,4584.9
2020,LIVERPOOL,D,APPLE,1209,3.2,3868.8
2022,LIVERPOOL,E,STRAWBERRY,1791,3.2,5731.2
2021,LONDON,A,LEMON,1914,3.1,5933.4
2020,BIRMINGHAM,D,GRAPE,1877,3.1,5818.7
2020,LIVERPOOL,D,APPLE,1834,3.1,5685.4
2021,NEWCASTLE,F,BERRY,1284,3,3852
2021,MANCHESTER,C,GRAPE,1500,2.9,4350
2022,NOTTINGHAM,A,GRAPE,1763,2.9,5112.7
2022,LONDON,B,STRAWBERRY,1770,3,5310
2020,LEEDS,C,GRAPE,1435,3.2,4592
2022,LIVERPOOL,D,APPLE,1627,3.2,5206.4
2020,NEWCASTLE,D,GRAPE,1404,3.1,4352.4
2022,LEICESTER,C,GRAPE,1524,3.2,4876.8
2021,LEICESTER,C,BERRY,1384,3.1,4290.4
2022,LEICESTER,C,STRAWBERRY,1471,2.9,4265.9
2020,SHEFFIELD,C,BERRY,1185,2.9,3436.5
2022,LEICESTER,E,ORANGE,1889,3.2,6044.8
2022,LONDON,A,GRAPE,1291,3,3873
2021,LONDON,F,BERRY,1600,2.9,4640
2021,LIVERPOOL,E,GRAPE,1856,3,5568
2020,LEEDS,F,STRAWBERRY,1163,3,3489
2021,SHEFFIELD,A,BERRY,1656,3.2,5299.2
2020,LIVERPOOL,B,APPLE,1486,3.7,5498.2
2020,BIRMINGHAM,D,APPLE,1489,3.2,4764.8
2020,LEEDS,F,LEMON,1810,3.2,5792
2022,NEWCASTLE,E,BERRY,1068,3.2,3417.6
2020,BIRMINGHAM,F,LEMON,1421,3,4263
2022,SHEFFIELD,F,ORANGE,1642,3,4926
2020,LIVERPOOL,B,APPLE,1548,3.2,4953.6
2020,NEWCASTLE,E,STRAWBERRY,1876,2.9,5440.4
2020,NEWCASTLE,F,BERRY,1276,3.2,4083.2
2020,LEICESTER,C,LEMON,1016,3,3048
2020,MANCHESTER,F,BERRY,1551,3,4653
2022,MANCHESTER,A,BERRY,1064,3,3192
2022,LEICESTER,D,LEMON,1684,3,5052
2020,LEICESTER,B,ORANGE,1163,3.1,3605.3
2021,MANCHESTER,C,BERRY,1083,3.1,3357.3
2021,LEEDS,E,BERRY,1347,2.9,3906.3
2022,NOTTINGHAM,F,APPLE,1741,3.1,5397.1
2021,NEWCASTLE,B,LEMON,1548,,0
2022,BIRMINGHAM,C,APPLE,1977,3.1,6128.7
2021,BIRMINGHAM,C,LEMON,1877,3,5631
2021,LEICESTER,D,APPLE,1703,3.1,5279.3
2022,LEEDS,A,ORANGE,1283,3,3849
2022,LEEDS,E,BERRY,1811,2.9,5251.9
2020,LEICESTER,E,APPLE,1220,3,3660
2021,LIVERPOOL,C,APPLE,1484,2.9,4303.6
2021,SHEFFIELD,A,GRAPE,1171,2.9,3395.9
2022,LEEDS,C,APPLE,1773,2.9,5141.7
2021,NOTTINGHAM,E,LEMON,1920,3.2,6144
2021,LEICESTER,F,APPLE,1523,3,4569
2021,SHEFFIELD,E,LEMON,1409,2.9,4086.1
2022,LIVERPOOL,C,BERRY,1299,2.9,3767.1
2020,NOTTINGHAM,B,LEMON,1822,3,5466
2020,LEICESTER,C,ORANGE,1924,2.9,5579.6
2021,LEICESTER,D,LEMON,1917,2.9,5559.3
2021,SHEFFIELD,B,LEMON,1107,3.2,3542.4
2022,MANCHESTER,B,LEMON,1451,3.1,4498.1
2020,,F,BERRY,1551,3,4653
2020,LEEDS,C,GRAPE,1578,3.1,4891.8
2020,NOTTINGHAM,C,GRAPE,1637,2.9,4747.3
2021,NOTTINGHAM,B,LEMON,1973,3.2,6313.6
2020,SHEFFIELD,B,APPLE,1766,2.9,5121.4
2021,LONDON,E,GRAPE,1692,3.1,5245.2
2020,NEWCASTLE,C,GRAPE,1754,2.9,5086.6
2020,NEWCASTLE,F,STRAWBERRY,1427,2.9,4138.3
2022,LEEDS,B,LEMON,1443,3.2,4617.6
2020,MANCHESTER,C,GRAPE,1907,3,5721
2021,LEICESTER,F,BERRY,1898,3.1,5883.8
2021,BIRMINGHAM,B,APPLE,1042,3.2,3334.4
2021,SHEFFIELD,D,STRAWBERRY,1181,3.2,3779.2
2022,LEICESTER,E,GRAPE,1299,3.2,4156.8
2021,LEICESTER,D,GRAPE,1806,3,5418
2020,SHEFFIELD,F,STRAWBERRY,1988,3,5964
2021,LIVERPOOL,B,GRAPE,1965,2.9,5698.5
2022,NEWCASTLE,B,STRAWBERRY,1335,2.9,3871.5
2022,LEICESTER,C,LEMON,1581,2.9,4584.9
2021,MANCHESTER,D,GRAPE,1997,2.9,5791.3
2020,LIVERPOOL,C,BERRY,1291,3.1,4002.1
2020,NOTTINGHAM,A,APPLE,1699,2.9,4927.1
2020,LEEDS,B,STRAWBERRY,1709,2.9,4956.1
2021,LIVERPOOL,A,ORANGE,1770,3.1,5487
2021,BIRMINGHAM,D,GRAPE,1229,3.2,3932.8
2020,SHEFFIELD,A,ORANGE,1565,2.9,4538.5
2020,LIVERPOOL,D,ORANGE,1145,3.1,3549.5
2021,SHEFFIELD,B,ORANGE,1213,3,3639
2021,NOTTINGHAM,E,STRAWBERRY,1550,3.1,4805
2022,LEICESTER,A,BERRY,1130,3.2,3616
2021,LONDON,E,ORANGE,1165,3.2,3728
2021,BIRMINGHAM,D,ORANGE,1075,3.2,3440
2020,MANCHESTER,A,ORANGE,1066,3.1,3304.6
2021,NEWCASTLE,B,ORANGE,1379,3,4137
2020,LIVERPOOL,E,APPLE,1430,3.2,4576
2020,LEEDS,C,GRAPE,1446,2.9,4193.4
2021,LEEDS,C,APPLE,1958,2.9,5678.2
2021,NEWCASTLE,E,BERRY,1462,2.9,4239.8
2020,LEEDS,E,GRAPE,1435,2.9,4161.5
2022,LEEDS,E,BERRY,1538,3.1,4767.8
2020,BIRMINGHAM,D,APPLE,1491,3,4473
2022,LEICESTER,D,ORANGE,1672,3.2,5350.4
2020,LEICESTER,B,BERRY,1937,3.1,6004.7
2020,BIRMINGHAM,A,ORANGE,1059,2.9,3071.1
2020,SHEFFIELD,D,APPLE,1259,3.2,4028.8
2022,LEICESTER,D,GRAPE,1633,2.9,4735.7
2021,NEWCASTLE,C,BERRY,1964,3.2,6284.8
2021,LEEDS,A,LEMON,1195,3.2,3824
2021,LONDON,C,STRAWBERRY,1167,2.9,3384.3
2022,MANCHESTER,A,ORANGE,1158,2.9,3358.2
2021,NOTTINGHAM,C,APPLE,1810,3.1,5611
2022,LIVERPOOL,F,STRAWBERRY,1031,3.2,3299.2
2020,LEICESTER,A,ORANGE,1682,3,5046
2021,LEICESTER,D,GRAPE,1950,3,5850
2021,LIVERPOOL,E,STRAWBERRY,1525,3.2,4880
2021,NEWCASTLE,F,STRAWBERRY,1686,3.2,5395.2
2020,NEWCASTLE,A,LEMON,1318,3.1,4085.8
2022,LIVERPOOL,B,GRAPE,1817,2.9,5269.3
2022,SHEFFIELD,D,GRAPE,1733,2.9,5025.7
2021,LIVERPOOL,B,ORANGE,1478,3.1,4581.8
2022,LEEDS,D,STRAWBERRY,1773,3,5319
2020,NEWCASTLE,D,LEMON,1713,3.1,5310.3
2021,SHEFFIELD,C,STRAWBERRY,1718,2.9,4982.2
2021,LEICESTER,B,ORANGE,1858,3.2,5945.6
2022,NOTTINGHAM,B,BERRY,1119,3.2,3580.8
2021,LONDON,A,STRAWBERRY,1916,3.1,5939.6
2022,LEEDS,F,GRAPE,1998,3.1,6193.8
2021,BIRMINGHAM,F,APPLE,1668,2.9,4837.2
2022,BIRMINGHAM,B,BERRY,1458,3,4374
2022,NOTTINGHAM,F,ORANGE,1371,2.9,3975.9
2020,BIRMINGHAM,E,ORANGE,1962,3.2,6278.4
2020,SHEFFIELD,E,LEMON,1381,3.2,4419.2
2022,SHEFFIELD,F,APPLE,1302,2.9,3775.8
2020,LEICESTER,D,ORANGE,1274,3.2,4076.8
2021,SHEFFIELD,B,ORANGE,1922,3.2,6150.4
2020,BIRMINGHAM,F,GRAPE,1314,3.2,4204.8
2021,BIRMINGHAM,E,LEMON,1577,3.2,5046.4
2020,NOTTINGHAM,B,APPLE,1926,2.9,5585.4
2021,NEWCASTLE,D,STRAWBERRY,1096,2.9,3178.4
2020,NEWCASTLE,F,STRAWBERRY,1292,2.9,3746.8
2021,LIVERPOOL,E,GRAPE,1250,3,3750
2021,LEICESTER,C,ORANGE,1111,3.1,3444.1
2022,LEEDS,F,BERRY,1564,2.9,4535.6
2020,MANCHESTER,B,ORANGE,1810,3,5430
2020,MANCHESTER,D,STRAWBERRY,1060,2.9,3074
2021,NEWCASTLE,F,BERRY,1373,3.2,4393.6
2021,LEICESTER,E,STRAWBERRY,1089,2.9,3158.1
2022,MANCHESTER,E,STRAWBERRY,1349,3.2,4316.8
2021,SHEFFIELD,C,BERRY,1496,2.9,4338.4
2022,NEWCASTLE,A,ORANGE,1417,3,4251
2022,MANCHESTER,C,GRAPE,1790,3,5370
2022,LIVERPOOL,B,BERRY,1831,3,5493
2021,LEICESTER,A,STRAWBERRY,1167,3.1,3617.7
2021,LONDON,D,ORANGE,1656,2.9,4802.4
2022,LONDON,A,LEMON,1639,3.2,5244.8
2021,LEICESTER,A,BERRY,1597,3.2,5110.4
2020,NOTTINGHAM,B,LEMON,1452,2.9,4210.8
2021,LEICESTER,A,BERRY,1174,3,3522
2021,MANCHESTER,E,ORANGE,1860,3.2,5952
2020,BIRMINGHAM,D,STRAWBERRY,1318,2.9,3822.2
2022,SHEFFIELD,B,STRAWBERRY,1309,2.9,3796.1
2022,SHEFFIELD,E,GRAPE,1372,3,4116
2021,BIRMINGHAM,B,STRAWBERRY,1082,3,3246
2020,NOTTINGHAM,F,BERRY,1148,3,3444
2022,LEEDS,F,BERRY,1563,3,4689
2021,SHEFFIELD,C,GRAPE,1901,3,5703
2020,SHEFFIELD,C,GRAPE,1065,3,3195
2021,LIVERPOOL,E,BERRY,1642,3.2,5254.4
2022,LEICESTER,D,BERRY,1964,3.1,6088.4
2022,SHEFFIELD,C,APPLE,1078,3.2,3449.6
2020,BIRMINGHAM,F,APPLE,1179,3.2,3772.8
2022,NOTTINGHAM,F,GRAPE,1953,2.9,5663.7
2020,BIRMINGHAM,D,APPLE,1366,2.9,3961.4
2022,NEWCASTLE,E,ORANGE,1208,2.9,3503.2
2022,LEEDS,E,ORANGE,1663,2.9,4822.7
2020,NEWCASTLE,B,ORANGE,1459,3,4377
2020,NEWCASTLE,E,ORANGE,1058,3,3174
2022,LEICESTER,D,BERRY,1204,3.1,3732.4
2021,LONDON,B,STRAWBERRY,1905,3.1,5905.5
2022,NOTTINGHAM,E,APPLE,1660,3.1,5146
2020,BIRMINGHAM,B,APPLE,1961,2.9,5686.9
2020,NOTTINGHAM,F,STRAWBERRY,1305,3,3915
2020,LIVERPOOL,C,LEMON,1203,3,3609
2021,SHEFFIELD,B,LEMON,1146,3,3438
2020,LONDON,E,GRAPE,1657,2.9,4805.3
2021,NEWCASTLE,D,APPLE,1329,3.1,4119.9
2020,MANCHESTER,A,ORANGE,1171,2.9,3395.9
2022,LEICESTER,C,GRAPE,1854,2.9,5376.6
2020,LEEDS,C,LEMON,1972,3.1,6113.2
2022,SHEFFIELD,F,LEMON,1400,2.9,4060
2021,LONDON,C,STRAWBERRY,1373,3,4119
2020,MANCHESTER,F,LEMON,1095,2.9,3175.5
2022,NEWCASTLE,F,STRAWBERRY,1056,3.2,3379.2
2022,MANCHESTER,A,GRAPE,1464,3,4392
2022,NOTTINGHAM,E,BERRY,1816,3.2,5811.2
2020,LIVERPOOL,A,APPLE,1117,3.1,3462.7
2022,LEICESTER,F,ORANGE,1653,3.2,5289.6
2022,MANCHESTER,D,STRAWBERRY,1449,3.1,4491.9
2020,MANCHESTER,E,GRAPE,1840,2.9,5336
2020,NOTTINGHAM,E,APPLE,1162,2.9,3369.8
2021,SHEFFIELD,F,GRAPE,1657,3.1,5136.7
2021,BIRMINGHAM,D,APPLE,1159,3.1,3592.9
2020,NEWCASTLE,E,STRAWBERRY,1285,2.9,3726.5
2021,LIVERPOOL,A,LEMON,1251,3.1,3878.1
2022,LONDON,C,ORANGE,1711,3.2,5475.2
2022,BIRMINGHAM,F,APPLE,1427,3,4281
2020,LONDON,D,BERRY,1150,3.1,3565
2020,LONDON,E,GRAPE,1782,3,5346
2021,LIVERPOOL,A,LEMON,1408,3.1,4364.8
2022,SHEFFIELD,C,BERRY,1089,3.1,3375.9
2022,NOTTINGHAM,C,BERRY,1529,3,4587
2022,BIRMINGHAM,B,LEMON,1651,3,4953
2020,LEICESTER,B,ORANGE,1535,2.9,4451.5
2021,LIVERPOOL,D,APPLE,1831,2.9,5309.9
2021,LEEDS,B,STRAWBERRY,1598,3.2,5113.6
2022,LEICESTER,C,STRAWBERRY,1305,3.1,4045.5
2021,BIRMINGHAM,F,ORANGE,1875,3,5625
2021,NOTTINGHAM,F,STRAWBERRY,1802,2.9,5225.8
2022,NEWCASTLE,E,GRAPE,1604,3,4812
2020,,D,GRAPE,1047,3.2,3350.4
2022,LIVERPOOL,C,LEMON,1777,3.1,5508.7
2020,NOTTINGHAM,A,GRAPE,1096,2.9,3178.4
2022,SHEFFIELD,F,ORANGE,1149,3.2,3676.8
2021,LIVERPOOL,A,STRAWBERRY,1943,2.9,5634.7
2020,NOTTINGHAM,D,LEMON,1887,3.1,5849.7
2022,MANCHESTER,F,GRAPE,1878,3,5634
2020,LIVERPOOL,C,LEMON,1674,3.1,5189.4
2022,LEICESTER,A,APPLE,1231,3.2,3939.2
2020,BIRMINGHAM,B,GRAPE,1460,3.2,4672
2021,MANCHESTER,C,ORANGE,1927,3,5781
2020,LONDON,E,BERRY,1995,2.9,5785.5
2021,BIRMINGHAM,F,BERRY,1250,3,3750
2020,LIVERPOOL,E,LEMON,1084,2.9,3143.6
2022,LEICESTER,F,STRAWBERRY,1423,2.9,4126.7
2022,LIVERPOOL,D,GRAPE,1381,3.2,4419.2
2020,LEEDS,D,STRAWBERRY,1542,2.9,4471.8
2020,NOTTINGHAM,B,BERRY,1658,3.2,5305.6
2020,NOTTINGHAM,F,APPLE,1759,2.9,5101.1
2020,LIVERPOOL,A,BERRY,1193,2.9,3459.7
2021,MANCHESTER,C,GRAPE,1835,3.1,5688.5
2020,LIVERPOOL,B,LEMON,1130,3.2,3616
2020,NOTTINGHAM,A,ORANGE,1956,3,5868
2020,LEICESTER,F,APPLE,1144,3,3432
2022,LEICESTER,F,GRAPE,1881,3,5643
2022,LEEDS,D,LEMON,1719,2.9,4985.1
2022,MANCHESTER,A,APPLE,1165,3.2,3728
2021,LEICESTER,D,APPLE,1033,3.1,3202.3
2020,LONDON,D,STRAWBERRY,1999,2.9,5797.1
2022,NEWCASTLE,C,BERRY,1256,3.2,4019.2
2020,SHEFFIELD,C,APPLE,1445,3,4335
2022,NEWCASTLE,B,GRAPE,1751,2.9,5077.9
2020,SHEFFIELD,D,GRAPE,1745,3.1,5409.5
2022,MANCHESTER,D,BERRY,1177,2.9,3413.3
2020,LEICESTER,D,ORANGE,1370,3.2,4384
2022,LEICESTER,D,APPLE,1664,2.9,4825.6
2022,MANCHESTER,B,ORANGE,1857,3.2,5942.4
2022,NEWCASTLE,E,GRAPE,1585,3.1,4913.5
2020,LONDON,E,LEMON,1650,3.2,5280
2022,LEEDS,B,APPLE,1938,2.9,5620.2
2022,LEEDS,F,APPLE,1278,3,3834
2021,SHEFFIELD,C,APPLE,1757,3.1,5446.7
2022,LIVERPOOL,C,STRAWBERRY,1803,3,5409
2022,LEICESTER,C,APPLE,1322,2.9,3833.8
2021,NOTTINGHAM,E,GRAPE,1066,3,3198
2022,LEICESTER,D,LEMON,1794,3.2,5740.8
2020,LEEDS,C,ORANGE,1018,3.2,3257.6
2021,NEWCASTLE,B,APPLE,1656,3.1,5133.6
2020,SHEFFIELD,B,LEMON,1571,3,4713
2021,SHEFFIELD,B,ORANGE,1338,2.9,3880.2
2020,LEICESTER,B,GRAPE,1695,3.1,5254.5
2021,LONDON,C,LEMON,1227,3.1,3803.7
2022,LONDON,D,APPLE,1958,3.1,6069.8
2022,LONDON,A,ORANGE,1840,3.2,5888
2022,BIRMINGHAM,A,STRAWBERRY,1546,3.1,4792.6
2021,NEWCASTLE,E,STRAWBERRY,1867,2.9,5414.3
2022,LEEDS,B,GRAPE,1404,3.1,4352.4
2021,MANCHESTER,A,ORANGE,1122,3.1,3478.2
2021,BIRMINGHAM,C,APPLE,1485,3.1,4603.5
2020,LEICESTER,D,STRAWBERRY,1025,3.2,3280
2022,LIVERPOOL,D,STRAWBERRY,1172,3.1,3633.2
2021,LONDON,A,GRAPE,1854,3.1,5747.4
2020,NEWCASTLE,B,APPLE,1519,3.2,4860.8
2022,BIRMINGHAM,B,LEMON,1574,3.2,5036.8
2022,SHEFFIELD,D,APPLE,1159,3.1,3592.9
2022,MANCHESTER,E,LEMON,1388,3,4164
2022,BIRMINGHAM,C,ORANGE,1745,2.9,5060.5
2022,MANCHESTER,F,LEMON,1413,3.2,4521.6
2020,BIRMINGHAM,B,LEMON,1350,3,4050
2022,LIVERPOOL,C,GRAPE,1669,3.1,5173.9
2020,BIRMINGHAM,B,BERRY,1852,3.1,5741.2
2022,LIVERPOOL,F,ORANGE,1546,3.2,4947.2
2021,LEEDS,A,LEMON,1160,3.2,3712
2022,NEWCASTLE,E,APPLE,1751,3,5253
2021,LEICESTER,A,APPLE,1108,2.9,3213.2
2022,LEEDS,B,BERRY,1304,2.9,3781.6
2021,LONDON,D,GRAPE,1011,3.1,3134.1
2021,SHEFFIELD,A,STRAWBERRY,1768,3.1,5480.8
2021,SHEFFIELD,C,BERRY,1412,3,4236
2021,NOTTINGHAM,B,LEMON,1318,3.1,4085.8
2022,NOTTINGHAM,C,LEMON,1842,3.1,5710.2
2021,LEEDS,F,GRAPE,1711,3,5133
2021,NEWCASTLE,E,STRAWBERRY,1256,3,3768
2022,NOTTINGHAM,D,ORANGE,1782,2.9,5167.8
2021,NEWCASTLE,B,ORANGE,1021,2.9,2960.9
2021,LIVERPOOL,C,LEMON,1275,3.2,4080
2021,NOTTINGHAM,F,BERRY,1647,3.1,5105.7
2021,NEWCASTLE,B,STRAWBERRY,1168,2.9,3387.2
2021,NEWCASTLE,C,ORANGE,1454,2.9,4216.6
2020,LEICESTER,E,BERRY,1154,3.2,3692.8
2020,LIVERPOOL,D,GRAPE,1166,3.1,3614.6
2020,LEEDS,C,STRAWBERRY,1477,3,4431
2020,NOTTINGHAM,C,ORANGE,1222,3.1,3788.2
2022,LIVERPOOL,F,STRAWBERRY,1476,3.65,5387.4
2021,SHEFFIELD,E,LEMON,1248,3,3744
2022,LONDON,C,STRAWBERRY,1632,3.1,5059.2
2020,MANCHESTER,C,GRAPE,1652,3.1,5121.2
2022,LEICESTER,C,APPLE,1467,3.2,4694.4
2021,LIVERPOOL,C,STRAWBERRY,1313,3.1,4070.3
2021,SHEFFIELD,C,APPLE,1699,3.1,5266.9
2022,MANCHESTER,E,APPLE,1323,2.9,3836.7
2022,NEWCASTLE,F,APPLE,1708,2.9,4953.2
2020,LONDON,A,BERRY,1999,3.2,6396.8
2022,LONDON,B,APPLE,1170,3,3510
2022,MANCHESTER,B,APPLE,1087,3.1,3369.7
2020,LIVERPOOL,A,ORANGE,1391,3.1,4312.1
2021,LEICESTER,A,LEMON,1892,3,5676
2022,NOTTINGHAM,D,GRAPE,1961,3,5883
2021,LIVERPOOL,D,STRAWBERRY,1787,2.9,5182.3
2021,BIRMINGHAM,A,ORANGE,1905,2.9,5524.5
2021,LEEDS,E,APPLE,1053,3.2,3369.6
2021,LEICESTER,E,APPLE,1391,2.9,4033.9
2021,LIVERPOOL,A,APPLE,1123,2.9,3256.7
2022,SHEFFIELD,E,BERRY,1312,2.9,3804.8
2022,LIVERPOOL,F,LEMON,1485,2.9,4306.5
2022,NOTTINGHAM,C,APPLE,1863,2.9,5402.7
2020,NEWCASTLE,D,STRAWBERRY,1060,2.9,3074
2022,LEICESTER,C,STRAWBERRY,1960,3.1,6076
2020,MANCHESTER,D,LEMON,1875,3.1,5812.5
2020,MANCHESTER,D,BERRY,1412,3.2,4518.4
2022,LEEDS,B,BERRY,1262,2.9,3659.8
2021,LIVERPOOL,F,ORANGE,1683,2.9,4880.7
2020,LEEDS,E,BERRY,1254,3,3762
2020,LIVERPOOL,F,LEMON,1648,3.1,5108.8
2022,BIRMINGHAM,F,LEMON,1536,2.9,4454.4
2021,MANCHESTER,E,BERRY,1707,3.1,5291.7
2021,LEEDS,E,GRAPE,1470,3.2,4704
2021,LIVERPOOL,E,ORANGE,1729,3.1,5359.9
2020,NOTTINGHAM,B,APPLE,1568,2.9,4547.2
2021,SHEFFIELD,A,BERRY,1178,3.1,3651.8
2021,SHEFFIELD,B,BERRY,1014,3,3042
2021,NEWCASTLE,C,ORANGE,1046,3.1,3242.6
2022,BIRMINGHAM,F,STRAWBERRY,1300,2.9,3770
2021,MANCHESTER,E,STRAWBERRY,1586,2.9,4599.4
2021,SHEFFIELD,D,GRAPE,1469,2.9,4260.1
2022,LONDON,F,BERRY,1065,3.1,3301.5
2022,MANCHESTER,D,APPLE,1419,3.2,4540.8
2020,NEWCASTLE,C,LEMON,1421,3,4263
2020,,D,BERRY,1871,3,5613
2021,BIRMINGHAM,B,LEMON,1385,2.9,4016.5
2021,LONDON,F,STRAWBERRY,1428,3.2,4569.6
2022,SHEFFIELD,B,ORANGE,1869,3.2,5980.8
2022,NOTTINGHAM,F,ORANGE,1402,3.1,4346.2
2020,LIVERPOOL,C,BERRY,1561,2.9,4526.9
2020,LEICESTER,B,APPLE,1740,3.2,5568
2022,NOTTINGHAM,E,STRAWBERRY,1780,2.9,5162
2022,LEICESTER,D,STRAWBERRY,1053,3.1,3264.3
2020,LEEDS,F,ORANGE,1217,3,3651
2022,LEICESTER,A,STRAWBERRY,1433,3,4299
2020,NEWCASTLE,B,APPLE,1944,3,5832
2022,NOTTINGHAM,E,APPLE,1704,3.1,5282.4
2022,LEEDS,C,ORANGE,1415,2.9,4103.5
2022,LEEDS,F,GRAPE,1074,3.1,3329.4
2020,SHEFFIELD,A,ORANGE,1575,2.9,4567.5
2020,LIVERPOOL,A,ORANGE,1629,3.1,5049.9
2020,LEEDS,D,GRAPE,1933,3,5799
2021,MANCHESTER,E,APPLE,1095,2.9,3175.5
2021,SHEFFIELD,D,LEMON,1137,3,3411
2022,NOTTINGHAM,E,APPLE,1805,3.1,5595.5
2022,NOTTINGHAM,D,GRAPE,1824,3.2,5836.8
2021,LIVERPOOL,D,ORANGE,1448,3.1,4488.8
2022,NOTTINGHAM,F,STRAWBERRY,1117,3.2,3574.4
2022,LONDON,E,BERRY,1878,3.2,6009.6
2021,NOTTINGHAM,F,LEMON,1198,2.9,3474.2
2022,BIRMINGHAM,A,GRAPE,1332,3.2,4262.4
2021,NEWCASTLE,F,LEMON,1679,2.9,4869.1
2021,SHEFFIELD,F,BERRY,1205,2.9,3494.5
2020,NOTTINGHAM,E,STRAWBERRY,1872,3,5616
2022,LONDON,D,STRAWBERRY,1939,3.2,6204.8
2022,MANCHESTER,C,BERRY,1391,2.9,4033.9
2020,SHEFFIELD,F,BERRY,1044,3.1,3236.4
2021,LEEDS,A,LEMON,1946,2.9,5643.4
2021,NOTTINGHAM,D,STRAWBERRY,1981,3.2,6339.2
2020,LEICESTER,E,APPLE,1271,3.1,3940.1
2020,BIRMINGHAM,D,ORANGE,1818,3.1,5635.8
2022,MANCHESTER,F,APPLE,1250,,0
2020,LONDON,A,GRAPE,1225,3.2,3920
2022,SHEFFIELD,C,STRAWBERRY,1987,3,5961
2020,MANCHESTER,F,LEMON,1435,3.2,4592
2020,LEICESTER,B,GRAPE,1244,2.9,3607.6
2022,LEEDS,B,ORANGE,1683,3,5049
2022,MANCHESTER,F,GRAPE,1963,3.2,6281.6
2021,NOTTINGHAM,F,APPLE,1102,3.1,3416.2
2021,LEEDS,D,BERRY,1152,3.1,3571.2
2022,LONDON,E,APPLE,1014,3.2,3244.8
2020,SHEFFIELD,E,BERRY,1774,3.2,5676.8
2021,LONDON,E,ORANGE,1608,3.1,4984.8
2021,SHEFFIELD,C,STRAWBERRY,1263,3.1,3915.3
2021,LONDON,D,APPLE,1001,3.2,3203.2
2021,LEICESTER,C,STRAWBERRY,1591,3.2,5091.2
2021,LIVERPOOL,E,BERRY,1168,2.9,3387.2
2021,NEWCASTLE,A,APPLE,1179,3,3537
2022,LONDON,F,GRAPE,1204,3.2,3852.8
2021,NEWCASTLE,F,ORANGE,1428,,0
2021,SHEFFIELD,A,LEMON,1391,3.2,4451.2
2022,BIRMINGHAM,D,ORANGE,1524,3,4572
2021,NEWCASTLE,E,STRAWBERRY,1814,3.1,5623.4
2021,SHEFFIELD,E,APPLE,1191,2.9,3453.9
2020,LEICESTER,E,STRAWBERRY,1775,2.9,5147.5
2020,LEICESTER,D,APPLE,1559,2.9,4521.1
2020,LIVERPOOL,B,GRAPE,1020,2.9,2958
2021,LONDON,F,GRAPE,1021,3.1,3165.1
2021,BIRMINGHAM,B,APPLE,1336,3,4008
2021,BIRMINGHAM,B,APPLE,1113,2.9,3227.7
2022,LEEDS,D,GRAPE,1946,2.9,5643.4
2020,NEWCASTLE,E,LEMON,1204,2.9,3491.6
2021,LONDON,E,LEMON,1971,3.1,6110.1
2020,NEWCASTLE,F,BERRY,1163,3.1,3605.3
